,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,tcs37,tcs38,tcs39,tcs40,tcs41,tcs42,tc43,tc44,tc45,tc46,tc47,tc48,tc49,tc50,tc51,tc52,tc53,dv54,ae55,ae56,ae57,ae58,ae59,ae60,ae61,ae62,ae63,ae64,ae65,ae66,ae67,ae68,d69,d70
253,2704554.6,10422809.09,78.0,22.0,0.0,29133873.46,0.0,0.0,7972827.7,24.0,836.0,6.0,228389.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23309.541999999998,19258825.59,7.0,325.0,-1.6294613765432138,0.0,0.0,0.0,0.0,0.0,1152,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
720,0.0,9389335.86,100.0,0.0,1.0,30436207.85,0.0,0.0,0.0,24.0,805.0,6.0,116219.25,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,30846.513,15876125.6,0.0,540.0,-1.2388520825695495,0.0,100.0,0.0,0.0,0.0,937,30.0,152.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,0.0,67584.01,0.0,100.0,21.0,758236.3,0.0,0.0,0.0,10.0,618.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,280067.44,156421.81000000003,0.0,23.0,5344.279,0.0,0.0,4.0,-0.5402930402930401,0.0,0.0,23.0,0.0,100.0,280,31.0,123.0,31.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2166,0.0,9895737.05,100.0,0.0,6.0,26858436.490000002,420938.93,0.0,9000000.0,11.0,805.0,6.0,269662.85,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,19852663.824,2616523.5800000005,0.0,19.0,-0.6436167652672036,0.0,0.0,0.0,0.0,0.0,597,30.0,123.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,0.0,18473.95,100.0,0.0,0.0,662515.85,0.0,0.0,0.0,28.0,604.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4843797.976,0.0,1.0,203.0,6.7843011917018,0.0,0.0,0.0,0.0,0.0,66,31.0,-3.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,0.0,73547.63,100.0,0.0,0.0,4755790.39,0.0,0.0,4280195.7,16.0,755.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-1.9298416178491178,0.0,0.0,0.0,0.0,0.0,14,30.0,1.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,0.0,6230.1,100.0,0.0,0.0,1828151.44,0.0,0.0,0.0,16.0,606.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880668.781,38340.0,0.0,13.0,-0.5034145157608956,0.0,0.0,0.0,0.0,0.0,60,31.0,1.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,0.0,0.1,79.0,21.0,0.0,54428831.29,621658.84,0.0,0.0,11.0,807.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037190.0,78434.62,11.0,183.0,-1.010745983829676,0.0,0.0,0.0,0.0,0.0,27,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,0.0,13511.58,100.0,0.0,0.0,87634412.27,67050.68,0.0,0.0,45.0,791.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7788.0,0.0,0.0,0.0,104137.72400000002,0.0,1.0,968.0,0.6961860729880986,0.0,0.0,0.0,0.0,0.0,114,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2044,7788.0,178226.23,100.0,0.0,0.0,1013265.18,0.0,0.0,689792.06,9.0,719.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,-0.9628475820649567,0.0,0.0,0.0,0.0,0.0,399,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1568,0.0,35176.78,72.0,28.0,0.0,263674640.64,0.0,0.0,10000000.0,7.0,684.0,6.0,0.0,0.0,0.0,25915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525667.9990000001,53399.63,15.0,789.0,-1.5344972883474426,100.0,0.0,0.0,0.0,0.0,950,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
817,0.0,136020.74,100.0,0.0,0.0,247359143.84000003,8140845.94,0.0,0.0,29.0,863.0,6.0,247358975.68,0.0,0.0,0.0,0.0,0.0,100847.83,0.0,0.0,0.0,0.0,97391624.88300002,343828.31000000006,0.0,11689.0,-1.025617198374747,0.0,0.0,0.0,0.0,0.0,1043,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,0.0,17903.44,100.0,0.0,0.0,893435303.37,183751560.34,0.0,0.0,25.0,903.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36916950.44699999,0.0,10.0,485.0,4.798496085754254,0.0,0.0,0.0,0.0,0.0,104,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2111,0.0,0.1,100.0,0.0,0.0,2544275.95,530589.11,0.0,1800000.0,20.0,570.0,6.0,176323.54,4995.0,0.0,0.0,4995.0,0.0,0.0,0.0,0.0,0.0,0.0,69131.6,0.0,7.0,142.0,-0.9086483586517793,0.0,100.0,0.0,0.0,0.0,60,30.0,1.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2710,0.0,41536.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,31741.39,0.0,0.0,0.0,0.0,16676322.741999999,0.0,12.0,1336.0,-1.3333712665088093,100.0,0.0,0.0,0.0,0.0,341,-3.0,-3.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
532,0.0,0.1,100.0,0.0,0.0,1410898.6,0.0,0.0,0.0,19.0,805.0,6.0,0.0,238.0,299.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,43528.534,398236.89,2.0,79.0,0.1321871090205522,0.0,100.0,0.0,0.0,0.0,117,30.0,1.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2346,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785551.87,0.0,0.0,0.0,14155.0,165546939.325,20.0,301.0,0.42468276457952303,0.0,0.0,0.0,0.0,0.0,895,335.0,-3.0,335.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,0.0,0.0,0.0,100.0,0.0,119.55,0.0,0.0,0.0,14.0,331.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.305555555555556,0.0,0.0,0.0,0.0,0.0,77,30.0,-3.0,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,0.0,8211464.25,100.0,0.0,5.0,29182444.740000002,187478.32,0.0,4000000.0,11.0,775.0,6.0,3060094.39,85.0,0.0,0.0,85.0,0.0,0.0,604199.98,0.0,0.0,0.0,26773600.439000003,2559635.98,13.0,18.0,-1.9703716686214023,0.0,100.0,0.0,0.0,0.0,748,28.0,29.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,0.0,4092242.6,100.0,0.0,9.0,8103149.86,375700.0,0.0,0.0,22.0,646.0,6.0,210605.33,0.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,290866.26999999996,34344.33,14.0,0.0,0.20355326719836464,0.0,100.0,0.0,0.0,0.0,219,31.0,32.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1377,0.0,2375649.74,100.0,0.0,0.0,15705648.92,0.0,0.0,3071719.0,23.0,730.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111137.18,6137.18,0.0,1.0,97518.13399999999,14168940.06,1.0,268.0,-1.1241724983988453,0.0,0.0,1.0,0.0,100.0,535,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,0.0,142034.68,100.0,0.0,0.0,265799183.28,12063460.65,0.0,0.0,29.0,849.0,6.0,204359008.07,0.0,0.0,909.0,0.0,0.0,100847.83,0.0,0.0,0.0,0.0,89543318.191,200609.04000000004,20.0,11579.0,-0.46878948962397793,100.0,0.0,0.0,0.0,0.0,1225,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,0.0,182807.38,100.0,0.0,0.0,6312260.319999999,1444192.01,0.0,0.0,15.0,767.0,6.0,505884.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172870.59,89.0,0.0,210.0,-1.5397204223037064,0.0,0.0,0.0,0.0,0.0,242,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,0.0,0.0,100.0,0.0,0.0,550164851.05,105581257.04,0.0,0.0,80.0,781.0,6.0,5164851.05,0.0,0.0,4566.0,4566.0,0.0,499501.67999999993,1823.81,0.0,0.0,0.0,177341302.23499998,64254465.66900001,4.0,2037.0,6.11357589607973,0.0,100.0,0.0,0.0,0.0,183,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1660,0.0,106188.19,100.0,0.0,0.0,28433223.07,0.0,0.0,8000000.0,15.0,848.0,6.0,635531.29,276.0,0.0,2472.0,2748.0,0.0,0.0,0.0,0.0,0.0,0.0,352823.51,8213897.607,2.0,808.0,1.8420914830505604,0.0,100.0,0.0,0.0,0.0,14,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,0.0,42990.45,0.0,100.0,0.0,952.59,0.0,0.0,0.0,15.0,803.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787027.4950000001,100674194.7,20.0,1132.0,-1.041099817273355,0.0,0.0,0.0,0.0,0.0,459,31.0,-3.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1474,0.0,19167.75,100.0,0.0,0.0,16863150.460000005,8216334.85,0.0,4912682.6,28.0,789.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,-1.7844896379476822,0.0,0.0,0.0,0.0,0.0,290,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,0.0,30390.73,0.0,100.0,0.0,0.0,0.0,0.0,0.0,15.0,811.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520538.725,83499084.83999999,0.0,947.0,-1.9906514972619447,0.0,0.0,0.0,0.0,0.0,63,61.0,-3.0,61.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
890,0.0,27816.57,100.0,0.0,0.0,92323754.98,0.0,0.0,0.0,45.0,817.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7788.0,0.0,0.0,0.0,65272.82,0.0,21.0,865.0,-1.15777056842718,0.0,0.0,0.0,0.0,0.0,326,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1655,0.0,3093196.45,100.0,0.0,1.0,25948921.600000005,0.0,0.0,0.0,24.0,701.0,6.0,473499.9,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,107280.975,9526795.440000001,0.0,322.0,1.76799314843396,0.0,100.0,0.0,0.0,0.0,694,31.0,62.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2291,0.0,325234.99,17.0,83.0,9.0,15976042.67,0.0,0.0,0.0,23.0,563.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,1.0,6761.13,10313363.41,0.0,244.0,-0.5672560553692096,0.0,0.0,1.0,0.0,100.0,138,30.0,93.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0.0,18473.95,100.0,0.0,0.0,662515.85,0.0,0.0,0.0,28.0,604.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4843797.976,0.0,1.0,203.0,6.7843011917018,0.0,0.0,0.0,0.0,0.0,66,31.0,-3.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,0.0,10485291.54,100.0,0.0,4.0,28581294.47,423747.53,0.0,4500000.0,11.0,622.0,6.0,2745701.2800000003,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,25243323.082000002,2616487.9699999997,6.0,18.0,-1.9375680258790022,0.0,0.0,0.0,0.0,0.0,689,31.0,123.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,0.0,0.0,100.0,0.0,0.0,10470335.629999999,19003246.37,0.0,5670000.0,13.0,798.0,6.0,0.0,0.0,0.0,2046.0,82.0,1.0,15183.19,61962.189999999995,2990.75,1.0,0.0,299339.68,200.001,8.0,568.0,-1.5817960991629822,100.0,0.0,1.0,100.0,0.0,413,28.0,1.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,0.0,5914389.51,100.0,0.0,7.0,18216874.24,401629.8,0.0,0.0,11.0,592.0,6.0,282237.19,489.0,398.0,0.0,887.0,0.0,0.0,604199.98,0.0,0.0,0.0,6986583.444,2616523.5800000005,0.0,8.0,-0.5190311418685121,0.0,100.0,0.0,0.0,0.0,475,31.0,93.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0.0,10050688.28,100.0,0.0,5.0,29596681.95,186964.54,0.0,4500000.0,11.0,649.0,6.0,3219970.31,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,25190001.07,2559635.98,8.0,18.0,-1.9703716686214023,0.0,0.0,0.0,0.0,0.0,720,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549976.0379999998,0.0,1.0,148.0,-1.1357706804205578,0.0,0.0,0.0,0.0,0.0,22,304.0,-3.0,304.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104,0.0,0.1,100.0,0.0,0.0,0.0,46423099.77,0.0,0.0,25.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71784245.78899999,280162166.04999995,4.0,678.0,5.680988760960702,0.0,0.0,0.0,0.0,0.0,149,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
334,0.0,5266081.02,100.0,0.0,5.0,27254038.859999996,0.0,0.0,0.0,24.0,607.0,6.0,535384.2,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,40463.663,13761248.07,0.0,388.0,2.3500641208133493,0.0,100.0,0.0,0.0,0.0,786,31.0,32.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500,0.0,227910.23,100.0,0.0,26.0,83662510.53999999,76194367.66,2427616.87,8000000.0,15.0,266.0,6.0,7025727.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12139.33,0.0,1.0,657.0,-1.410358201123952,0.0,0.0,0.0,0.0,0.0,265,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,0.0,4019731.32,100.0,0.0,9.0,8606474.39,364900.0,0.0,0.0,22.0,584.0,6.0,609655.15,0.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,290866.26999999996,35601.6,11.0,0.0,1.0881322668240285,0.0,100.0,0.0,0.0,0.0,188,28.0,1.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225,0.0,3013004.48,100.0,0.0,3.0,15365201.74,0.0,0.0,3071719.0,23.0,607.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111137.18,6137.18,0.0,1.0,94289.83300000001,14280359.629999999,5.0,280.0,-1.5518209243496823,0.0,0.0,1.0,0.0,100.0,596,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,0.0,6729708.68,100.0,0.0,5.0,33084267.45,0.0,0.0,0.0,24.0,803.0,6.0,415224.89,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,16292.585,15094391.059999999,0.0,613.0,-0.642603537839324,0.0,100.0,0.0,0.0,0.0,907,31.0,153.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487,0.0,2404424.73,100.0,0.0,1.0,25948921.600000005,0.0,0.0,0.0,24.0,701.0,6.0,473499.9,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,107280.975,9526795.440000001,0.0,322.0,1.76799314843396,0.0,100.0,0.0,0.0,0.0,694,31.0,62.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1575,0.0,1175737.97,100.0,0.0,0.0,16399659.07,0.0,0.0,0.0,23.0,699.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,0.0,25169.514000000003,11256138.27,0.0,179.0,-1.0620954400381426,0.0,0.0,0.0,0.0,0.0,382,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,0.0,6070785.29,100.0,0.0,7.0,17967942.25,414034.45,0.0,0.0,11.0,770.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,11353328.873,2616523.5800000005,0.0,8.0,-1.5000000000000038,0.0,0.0,0.0,0.0,0.0,505,30.0,123.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,0.0,6717205.27,100.0,0.0,5.0,33084267.45,0.0,0.0,0.0,24.0,803.0,6.0,415224.89,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,16292.585,15094391.059999999,0.0,613.0,-0.642603537839324,0.0,100.0,0.0,0.0,0.0,907,31.0,153.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1942,0.0,10476258.11,100.0,0.0,4.0,28581294.47,423747.53,0.0,4500000.0,11.0,622.0,6.0,2745701.2800000003,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,25243323.082000002,2616487.9699999997,6.0,18.0,-1.9375680258790022,0.0,0.0,0.0,0.0,0.0,689,31.0,123.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,0.0,90579.36,100.0,0.0,0.0,59554750.99000001,4179150.0,0.0,6240000.0,17.0,800.0,6.0,45491.92,2660.0,0.0,0.0,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,373124.304,15903752.930000002,4.0,1020.0,-1.2616878103924531,0.0,100.0,0.0,0.0,0.0,101,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0.0,40573.5,100.0,0.0,0.0,30101.64,2407858.7,0.0,0.0,75.0,801.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10224.92,0.0,0.0,2.0,0.0,2376961.9540000004,73872.38,11.0,191.0,3.80362267674023,0.0,0.0,2.0,100.0,0.0,259,28.0,1.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1829,0.0,1097601.35,100.0,0.0,0.0,46505232.83,0.0,0.0,8000000.0,79.0,648.0,6.0,1716964.22,0.0,0.0,0.0,0.0,14.0,30255.769999999997,977318.1600000001,31730.95,1.0,34.0,33760.0,9337245.89,21.0,431.0,-1.1323700456049464,0.0,0.0,35.0,0.0,100.0,157,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2686,0.0,0.0,100.0,0.0,0.0,1100702.8499999999,0.0,0.0,0.0,17.0,599.0,6.0,0.0,0.0,0.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25192.8,0.0,13.0,-0.44463667820069075,0.0,100.0,0.0,0.0,0.0,27,30.0,1.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2003,0.0,176000.26,100.0,0.0,0.0,1000000.0,0.0,0.0,900000.0,10.0,738.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22318.019999999997,0.0,0.0,0.0,2954635.69,19540.0,3.0,34.0,-1.6027892561983472,0.0,0.0,0.0,0.0,0.0,10,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,0.0,27413.15,100.0,0.0,4.0,21555330.52,7317542.43,0.0,0.0,28.0,687.0,6.0,1216796.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.9297793081836758,0.0,0.0,0.0,0.0,0.0,137,29.0,92.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,0.0,24715.1,100.0,0.0,0.0,0.0,46423099.77,0.0,0.0,25.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71784245.78899999,280162166.04999995,4.0,678.0,5.680988760960702,0.0,0.0,0.0,0.0,0.0,149,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1258,0.0,315676.51,100.0,0.0,0.0,38115.630000000005,0.0,0.0,0.0,11.0,749.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785551.87,0.0,0.0,1.0,6804.0,119048909.93599997,0.0,353.0,-1.8317656583444109,0.0,0.0,1.0,0.0,100.0,499,29.0,-3.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,0.0,16610.96,100.0,0.0,0.0,13643.04,2357858.7,0.0,0.0,75.0,806.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10224.92,0.0,0.0,2.0,0.0,2308510.664,73872.38,9.0,191.0,3.80362267674023,0.0,0.0,2.0,100.0,0.0,231,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2753,0.0,156552.14,100.0,0.0,0.0,7773665.54,150615.0,0.0,0.0,15.0,663.0,6.0,0.0,0.0,159.0,0.0,159.0,21.0,66044.12,7087.08,66044.12,21.0,0.0,17835.756999999998,12347696.090000004,0.0,257.0,-0.9675505175675241,0.0,100.0,21.0,100.0,0.0,290,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
